"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Evening Workout","Nov 5, 2024, 3:07 AM","Nov 5, 2024, 4:07 AM","","Iso-Lateral Chest Press (Machine)",,"Not sure if 5 or 6 last set",1,"normal",187,7,,,
"Evening Workout","Nov 5, 2024, 3:07 AM","Nov 5, 2024, 4:07 AM","","Iso-Lateral Chest Press (Machine)",,"Not sure if 5 or 6 last set",2,"normal",187,5,,,
"Evening Workout","Nov 5, 2024, 3:07 AM","Nov 5, 2024, 4:07 AM","","Bench Press (Dumbbell)",,"",0,"normal",65,9,,,
"Evening Workout","Nov 5, 2024, 3:07 AM","Nov 5, 2024, 4:07 AM","","Incline Bench Press (Dumbbell)",,"",0,"normal",64.99,7,,,
"Evening Workout","Nov 5, 2024, 3:07 AM","Nov 5, 2024, 4:07 AM","","Incline Bench Press (Dumbbell)",,"",1,"normal",64.99,7,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",0,"normal",,10,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",1,"normal",,10,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",2,"normal",,10,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",3,"normal",,10,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",4,"normal",,9,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",5,"normal",,8,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",6,"normal",,7,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",7,"normal",,7,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",8,"normal",,7,,,
"Evening Workout","Nov 2, 2024, 3:27 AM","Nov 2, 2024, 4:27 AM","","Pull Up",,"Tuck L as bar low
Varying grips",9,"normal",,8,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Hammer Curl (Dumbbell)",,"First set seated - 7.5 right arm (7th and 8th rep of each arm standing with wall",0,"normal",20.41,8,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Hammer Curl (Dumbbell)",,"First set seated - 7.5 right arm (7th and 8th rep of each arm standing with wall",1,"normal",20.41,6,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Chest Press (Machine)",,"Utsc, strict
7th reps assisted second set",0,"normal",195,6,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Chest Press (Machine)",,"Utsc, strict
7th reps assisted second set",1,"normal",190,6,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Preacher hammer curl",,"",0,"normal",25,11,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Bayesian cable curl",,"",0,"normal",22.5,14,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Seated Leg Curl (Machine)",,"Strict",0,"normal",155,13,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Butterfly (Pec Deck)",,"",0,"normal",140,14,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Rear Delt Reverse Fly (Machine)",,"",0,"normal",140,10,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Hack Squat (Machine)",,"Full ROM (below parallel)- was only going to parallel last time",0,"normal",434,8,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Hack Squat (Machine)",,"Full ROM (below parallel)- was only going to parallel last time",1,"normal",324,7,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Straight Leg Deadlift",,"",0,"normal",265,7,,,
"Afternoon Workout","Oct 31, 2024, 11:23 PM","Nov 1, 2024, 12:23 AM","only about 6 hours sleep","Straight Leg Deadlift",,"",1,"normal",265,7,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Handstand Push Up",,"2.75 tile",0,"normal",,7,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Handstand Push Up",,"2.75 tile",1,"normal",,7,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Handstand Push Up",,"2.75 tile",2,"normal",,7,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Weighted pushups (backpack)",,"9 copies and 3 notebooks and 1 book",0,"normal",,11,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Weighted pushups (backpack)",,"9 copies and 3 notebooks and 1 book",1,"normal",,10,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Weighted pushups (backpack)",,"9 copies and 3 notebooks and 1 book",2,"normal",,10,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","decline push up",,"9 copies and 2 notebooks and 1 book
After second and third set 5 regular decline (no increased ROM), 2 regular pushup (7 after third set as some rest)",0,"normal",,5,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","decline push up",,"9 copies and 2 notebooks and 1 book
After second and third set 5 regular decline (no increased ROM), 2 regular pushup (7 after third set as some rest)",1,"normal",,5,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","decline push up",,"9 copies and 2 notebooks and 1 book
After second and third set 5 regular decline (no increased ROM), 2 regular pushup (7 after third set as some rest)",2,"normal",,5,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Lateral Raise (Backpack)",,"1.5 rep style",0,"normal",,13,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Lateral Raise (Backpack)",,"1.5 rep style",1,"normal",,13,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Sliding lateral raise",,"2.5 tiles living room in canada",0,"normal",,15,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","BW triceps extension ",,"5 eccentrics
6 eccentrics
8 eccentrics",0,"normal",,15,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","BW triceps extension ",,"5 eccentrics
6 eccentrics
8 eccentrics",1,"normal",,14,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","BW triceps extension ",,"5 eccentrics
6 eccentrics
8 eccentrics",2,"normal",,12,,,
"Afternoon Workout","Oct 31, 2024, 5:01 AM","Oct 31, 2024, 6:01 AM","","Diamond Push-Up",,"",0,"normal",,16,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",0,"normal",29.48,6,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",1,"normal",29.48,6,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",2,"normal",24.95,7,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Iso-Lateral Row (Machine)",,"No momentum
9.5 first set",0,"normal",150,10,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Iso-Lateral Row (Machine)",,"No momentum
9.5 first set",1,"normal",150,10,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Iso-Lateral Row (Machine)",,"No momentum
9.5 first set",2,"normal",160,8,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","High row (plate loaded)",,"Only counting plates",0,"normal",200,10,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","High row (plate loaded)",,"Only counting plates",1,"normal",200,9,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Bicep Curl (Barbell)",,"Not strict with wall but minimal momentum 
2-3 Assisted reps after second and last set",0,"normal",85,7,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Bicep Curl (Barbell)",,"Not strict with wall but minimal momentum 
2-3 Assisted reps after second and last set",1,"normal",80,8,,,
"Pull","Oct 29, 2024, 2:43 AM","Oct 29, 2024, 3:43 AM","only about 7 hours sleep","Preacher Curl (Dumbbell)",,"",0,"normal",11.34,7,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Seated Shoulder Press (Machine)",,"Couldn't go all the way up on last rep of first set (about 6.75)",0,"normal",140,7,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Seated Shoulder Press (Machine)",,"Couldn't go all the way up on last rep of first set (about 6.75)",1,"normal",135,6,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Seated Shoulder Press (Machine)",,"Couldn't go all the way up on last rep of first set (about 6.75)",2,"normal",100,5,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Hammer Curl (Dumbbell)",,"6.5 second set
Last set single arm (not with wall but minimal momentum) as could only find one 40 lbs dumbbell ",0,"normal",20.41,8,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Hammer Curl (Dumbbell)",,"6.5 second set
Last set single arm (not with wall but minimal momentum) as could only find one 40 lbs dumbbell ",1,"normal",20.41,6,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Hammer Curl (Dumbbell)",,"6.5 second set
Last set single arm (not with wall but minimal momentum) as could only find one 40 lbs dumbbell ",2,"normal",18.14,8,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Single arm triceps pushdown",,"",0,"normal",50,9,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Single arm triceps pushdown",,"",1,"normal",50,8,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Single arm triceps pushdown",,"",2,"normal",45,11,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable
Actually bayesian cable curl this time",0,"normal",22.5,13,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable
Actually bayesian cable curl this time",1,"normal",27.5,7,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable
Actually bayesian cable curl this time",2,"normal",22.5,10,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Triceps Extension (Cable)",,"Utsc 
single cable machine 1st set
Double cable machine 2nd and 3rd set",0,"normal",125,12,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Triceps Extension (Cable)",,"Utsc 
single cable machine 1st set
Double cable machine 2nd and 3rd set",1,"normal",115,13,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Triceps Extension (Cable)",,"Utsc 
single cable machine 1st set
Double cable machine 2nd and 3rd set",2,"normal",115,11,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Cable y raise",,"",0,"normal",17.5,11,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Cable y raise",,"",1,"normal",17.5,8,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Cable behind the back lateral raise",,"",0,"normal",17.5,11,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Cable behind the back lateral raise",,"",1,"normal",17.5,9,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Chinup",,"Wide grip",0,"normal",,9,,,
"Arms and shoulders","Oct 26, 2024, 4:22 AM","Oct 26, 2024, 5:22 AM","","Chinup",,"Wide grip",1,"normal",,8,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Incline Chest Press (Machine)",,"7.5 first set",0,"normal",210,7,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Incline Chest Press (Machine)",,"7.5 first set",1,"normal",205,7,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Incline Chest Press (Machine)",,"7.5 first set",2,"normal",205,7,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Chest Press (Machine)",,"Seat front (on 4) for better stretch 
Hart house vertical chest machine since September 10th",0,"normal",205,7,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Chest Press (Machine)",,"Seat front (on 4) for better stretch 
Hart house vertical chest machine since September 10th",1,"normal",190,8,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Lateral Raise (Machine)",,"Minimized momentum",0,"normal",65,13,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Chest Dip (Weighted)",,"Couldn't lock our completely on last rep of second set",0,"normal",65,8,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Chest Dip (Weighted)",,"Couldn't lock our completely on last rep of second set",1,"normal",62.5,9,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Chest Dip (Weighted)",,"Couldn't lock our completely on last rep of second set",2,"normal",,10,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Lateral Raise (Dumbbell)",,"",0,"normal",35,9,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Triceps Extension (Cable)",,"Other type of cable machine (half the weight)
Hart house, full ROM
Last set either 13 or 14",0,"normal",125,9,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Cable up lean forward triceps extension",,"72.5",0,"normal",145,10,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Cable up lean forward triceps extension",,"72.5",1,"normal",145,8,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Cable up lean forward triceps extension",,"72.5",2,"normal",105,4,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Reverse pec deck",,"",0,"normal",125,9,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Reverse pec deck",,"",1,"normal",95,10,,,
"Push","Oct 23, 2024, 1:07 AM","Oct 23, 2024, 2:07 AM","hart house (since last two weeks)","Reverse pec deck",,"",2,"normal",70,10,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",0,"normal",29.48,9,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",1,"normal",29.48,8,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Pull Up (Weighted)",,"Full ROM
Couldn't reach top on last rep of first and second set (about 8.75 and 7.5)
",2,"normal",29.48,10,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Iso-Lateral Row (Machine)",,"No momentum
9.5 first set",0,"normal",155,9,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Iso-Lateral Row (Machine)",,"No momentum
9.5 first set",1,"normal",155,9,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","High row (plate loaded)",,"Only counting plates (2 plates (+ 5 + 5))",0,"normal",180,14,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","High row (plate loaded)",,"Only counting plates (2 plates (+ 5 + 5))",1,"normal",190,10,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","High row (plate loaded)",,"Only counting plates (2 plates (+ 5 + 5))",2,"normal",190,10,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Bicep Curl (Barbell)",,"Not strict with wall but minimal momentum 
2-3 Assisted reps after second and last set",0,"normal",80,10,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Bicep Curl (Barbell)",,"Not strict with wall but minimal momentum 
2-3 Assisted reps after second and last set",1,"normal",80,8,,,
"Pull","Oct 22, 2024, 3:22 AM","Oct 22, 2024, 4:22 AM","","Bicep Curl (Barbell)",,"Not strict with wall but minimal momentum 
2-3 Assisted reps after second and last set",2,"normal",75,7,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Iso lateral low row (plate loaded) - single arm",,"",0,"normal",98,9,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Iso lateral low row (plate loaded) - single arm",,"",1,"normal",98,8,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Iso lateral low row (plate loaded) - single arm",,"",2,"normal",98,8,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Triceps Extension (Cable)",,"Hart house, half the weight",0,"normal",125,11,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Triceps Extension (Cable)",,"Hart house, half the weight",1,"normal",115,13,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Triceps Extension (Cable)",,"Hart house, half the weight",2,"normal",115,12,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lat Pulldown (Cable)",,"",0,"normal",150,13,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lat Pulldown (Cable)",,"",1,"normal",150,9,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lat Pulldown (Cable)",,"",2,"normal",110,9,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",35,11,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",30,9,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Lateral Raise (Dumbbell)",,"",2,"normal",30,12,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Kneeling triceps pushdown (rope)",,"2nd set bar",0,"normal",105,12,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Kneeling triceps pushdown (rope)",,"2nd set bar",1,"normal",105,12,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Triceps Pushdown",,"",0,"normal",105,13,,,
"Afternoon Workout","Oct 18, 2024, 11:20 PM","Oct 19, 2024, 12:20 AM","","Preacher Curl (Machine)",,"",0,"normal",115,11,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Lying Leg Curl (Machine)",,"Less range of motion on later reps",0,"normal",165,12,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Lying Leg Curl (Machine)",,"Less range of motion on later reps",1,"normal",155,9,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Lying Leg Curl (Machine)",,"Less range of motion on later reps",2,"normal",110,7,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Hack Squat (Machine)",,"Second set full ROM",0,"normal",434,10,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Straight Leg Deadlift",,"",0,"normal",265,6,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Straight Leg Deadlift",,"",1,"normal",255,8,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Leg Extension (Machine)",,"Seat all the way back, stay seated on seat",0,"normal",200,11,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Leg Extension (Machine)",,"Seat all the way back, stay seated on seat",1,"normal",200,10,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Leg Extension (Machine)",,"Seat all the way back, stay seated on seat",2,"normal",150,4,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Sissy squat",,"",0,"normal",,9,,,
"Evening Workout","Oct 18, 2024, 3:46 AM","Oct 18, 2024, 4:46 AM","","Sissy squat",,"",1,"normal",,7,,,
"Midday Workout","Oct 16, 2024, 7:23 PM","Oct 16, 2024, 8:23 PM","","Handstand Push Up",,"",0,"normal",,8,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Pull Up (Weighted)",,"Full ROM",0,"normal",29.48,8,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Pull Up (Weighted)",,"Full ROM",1,"normal",29.48,7,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Pull Up (Weighted)",,"Full ROM",2,"normal",,8,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Iso-Lateral Row (Machine)",,"No momentum
Plate loaded machine at hart house",0,"normal",188,6,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Iso-Lateral Row (Machine)",,"No momentum
Plate loaded machine at hart house",1,"normal",168,10,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Iso-Lateral Row (Machine)",,"No momentum
Plate loaded machine at hart house",2,"normal",128,10,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Bicep Curl (Barbell)",,"Not with wall, minimal momentum, constant tension (didn't extend full at bottom)",0,"normal",75,12,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Bicep Curl (Barbell)",,"Not with wall, minimal momentum, constant tension (didn't extend full at bottom)",1,"normal",55,11,,,
"Pull","Oct 16, 2024, 2:37 AM","Oct 16, 2024, 3:37 AM","","Bicep Curl (Barbell)",,"Not with wall, minimal momentum, constant tension (didn't extend full at bottom)",2,"normal",45,10,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Seated Shoulder Press (Machine)",,"",0,"normal",130,8,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Seated Shoulder Press (Machine)",,"",1,"normal",130,7,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",20.41,8,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",20.41,6,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Hammer Curl (Dumbbell)",,"",2,"normal",18.14,8,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Single arm triceps pushdown",,"",0,"normal",50,9,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Single arm triceps pushdown",,"",1,"normal",40,14,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Single arm triceps pushdown",,"",2,"normal",45,11,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable",0,"normal",27.5,11,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable",1,"normal",27.5,11,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Bayesian cable curl",,"1 more rep with left arm on first 2 sets
Double weight cable",2,"normal",27.5,10,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Triceps Extension (Cable)",,"",0,"normal",120,13,,,
"Arms and shoulders","Oct 13, 2024, 2:27 AM","Oct 13, 2024, 3:27 AM","","Triceps Extension (Cable)",,"",1,"normal",115,13,,,
